id,ref_type,start_offset,end_offset,duration
78,mux,225582,230236,4654
78,mux,27473,32127,4654
78,mux,155764,183691,27927
78,mux,206964,220927,13963
78,mux,44600,49255,4655
78,mux,341945,346600,4655
78,trans,71982,90600,18618
78,trans,6818,48709,41891
78,trans,239545,337291,97746
78,trans,188345,202309,13964
78,trans,141800,151109,9309
78,trans,27473,32127,4654
78,trans,44600,49255,4655
78,trans,155764,179036,23272
78,trans,230236,234891,4655
78,trans,206982,216273,9291
78,trans,341945,346600,4655
79,mux,260800,344582,83782
79,mux,309,251491,251182
79,mux,288164,297527,9363
79,trans,260800,344582,83782
79,trans,145,251491,251346
79,trans,288200,297527,9327
80,mux,252200,266164,13964
80,mux,47418,61364,13946
80,mux,66018,112564,46546
80,mux,117218,126527,9309
80,mux,228945,247564,18619
80,mux,131182,201000,69818
80,mux,275473,377873,102400
80,mux,1000,38109,37109
80,mux,205655,224291,18636
80,trans,252200,266164,13964
80,trans,117218,126527,9309
80,trans,359255,377873,18618
80,trans,47400,112564,65164
80,trans,228927,247545,18618
80,trans,131182,201000,69818
80,trans,275473,354600,79127
80,trans,205655,224273,18618
80,trans,855,42745,41890
82,mux,228073,269964,41891
82,mux,13964,218764,204800
82,mux,316509,344436,27927
82,mux,288582,307200,18618
82,mux,291,14236,13945
82,trans,232727,269964,37237
82,trans,0,218745,218745
82,trans,316509,344436,27927
82,trans,288582,307200,18618
83,mux,15582,220382,204800
83,mux,225036,280891,55855
83,mux,1855,15818,13963
83,mux,285545,308818,23273
83,trans,1618,220382,218764
83,trans,225018,280891,55873
83,trans,285545,308818,23273
84,mux,3818,13145,9327
84,mux,12709,40636,27927
84,mux,45309,59273,13964
84,mux,63927,77891,13964
84,trans,3418,40655,37237
84,trans,45309,59273,13964
84,trans,63927,77891,13964
85,mux,211182,220491,9309
85,mux,285655,322891,37236
85,mux,15691,62236,46545
85,mux,229800,276345,46545
85,mux,164636,206527,41891
85,mux,71545,127400,55855
85,mux,1945,11255,9310
85,mux,374091,383400,9309
85,mux,327545,336855,9310
85,mux,291727,296382,4655
85,mux,141364,159982,18618
85,mux,350818,355473,4655
85,mux,132055,136709,4654
85,trans,211182,220491,9309
85,trans,164636,192564,27928
85,trans,285655,318236,32581
85,trans,229800,276364,46564
85,trans,1727,66891,65164
85,trans,71545,127400,55855
85,trans,197218,206527,9309
85,trans,374091,383400,9309
85,trans,327564,336855,9291
85,trans,291745,296400,4655
85,trans,155327,159982,4655
85,trans,350818,355473,4655
85,trans,141382,150691,9309
86,mux,293473,321418,27945
86,mux,158509,270218,111709
86,mux,23509,153836,130327
86,mux,335364,377255,41891
86,mux,5236,9891,4655
86,trans,293473,321400,27927
86,trans,23509,144527,121018
86,trans,158491,270200,111709
86,trans,335364,377255,41891
86,trans,149182,153836,4654
86,trans,4891,14200,9309
87,mux,206655,257855,51200
87,mux,132182,202000,69818
87,mux,6655,43745,37090
87,mux,94945,118218,23273
87,mux,71673,85636,13963
87,mux,53055,67018,13963
87,trans,206655,257855,51200
87,trans,132182,202000,69818
87,trans,6509,43745,37236
87,trans,76327,85655,9328
87,trans,94945,118218,23273
87,trans,53055,67018,13963
88,mux,107836,326600,218764
88,mux,14727,103164,88437
88,mux,982,14964,13982
88,trans,107836,326600,218764
88,trans,782,103182,102400
89,mux,25436,95255,69819
89,mux,73636,78291,4655
89,mux,11491,20782,9291
89,mux,88945,98255,9310
89,trans,73636,78291,4655
89,trans,25436,95255,69819
89,trans,88927,93582,4655
89,trans,6800,20782,13982
90,mux,15145,19800,4655
90,mux,1400,15364,13964
90,trans,1182,19800,18618
90,trans,117818,122473,4655
91,mux,84836,98800,13964
91,mux,103455,122073,18618
91,mux,126727,201200,74473
91,mux,15018,80182,65164
91,mux,6036,10691,4655
91,trans,84836,98800,13964
91,trans,103473,122073,18600
91,trans,126727,201218,74491
91,trans,15018,80200,65182
91,trans,5709,10364,4655
92,mux,48545,90436,41891
92,mux,11327,29927,18600
92,mux,-2254,11709,13963
92,mux,188473,193127,4654
92,trans,48564,90455,41891
92,trans,-2635,29945,32580
92,trans,188473,193127,4654
93,mux,491,14455,13964
93,mux,214273,279436,65163
93,mux,284091,367873,83782
93,mux,18782,191000,172218
93,mux,195655,209618,13963
93,mux,337218,346527,9309
93,trans,164,14127,13963
93,trans,214273,279436,65163
93,trans,284091,367873,83782
93,trans,18782,191018,172236
93,trans,195655,209618,13963
93,trans,337218,346527,9309
94,mux,320364,334327,13963
94,mux,4000,27127,23127
94,mux,176073,301764,125691
94,mux,134182,152818,18636
94,mux,41109,120218,79109
94,mux,311073,315727,4654
94,mux,124873,129527,4654
94,trans,3855,27127,23272
94,trans,176073,301764,125691
94,trans,311073,334327,23254
94,trans,134182,157473,23291
94,trans,41091,129527,88436
95,mux,84909,294364,209455
95,mux,15091,66291,51200
95,mux,1164,10473,9309
95,trans,84927,294382,209455
95,trans,1145,66309,65164
96,mux,2255,11564,9309
96,mux,11164,127527,116363
96,mux,160109,318364,158255
96,mux,141491,150800,9309
96,mux,132182,136836,4654
96,trans,1855,136836,134981
96,trans,160109,318364,158255
96,trans,141491,150800,9309
97,mux,179273,230473,51200
97,mux,235109,290964,55855
97,mux,95509,169964,74455
97,mux,295636,374745,79109
97,mux,88018,92673,4655
97,mux,81509,90818,9309
97,mux,2618,11927,9309
97,mux,86636,91291,4655
97,mux,72200,76855,4655
97,trans,95491,146691,51200
97,trans,235127,286327,51200
97,trans,179273,230473,51200
97,trans,295636,374764,79128
97,trans,2400,16364,13964
97,trans,86655,91309,4654
97,trans,88036,92691,4655
97,trans,81527,90836,9309
97,trans,151345,174618,23273
97,trans,72218,76873,4655
98,mux,324855,371382,46527
98,mux,147982,259673,111691
98,mux,-872,54891,55763
98,mux,278291,310891,32600
98,mux,59527,129345,69818
98,trans,329509,371400,41891
98,trans,-963,54891,55854
98,trans,147982,259691,111709
98,trans,59545,129364,69819
98,trans,278309,310891,32582
